Invoice_ID,Date,Branch, CITY,Category,Product,Quantity,Unit_Price,Payment_Method,Customer_Type,Gender,Rating,Month,TOTAL_SALES,,,,,
INV460,06-04-2026,E,Nagpur,Electronics,Power Bank,5,930,Cash,Normal,Male,3.5,APR,4650,,,,,
INV461,04-02-2026,B,Pune,Clothing,Kurta,3,830,Net Banking,Member,Female,4.3,FEB,2490,,,,,
INV462,16-06-2026,B,Pune,Electronics,Earbuds,3,2110,UPI,Normal,Female,4.4,JUN,6330,,,,,
INV463,03-02-2026,B,Pune,Clothing,Shirt,2,1150,UPI,Normal,Female,3.4,FEB,2300,,,,,
INV464,10-03-2026,D,Thane,Beauty,Hair Oil,1,200,Cash,Member,Female,4.6,MAR,200,,,,,
INV465,30-04-2026,D,Thane,Clothing,Jeans,1,1460,Cash,Normal,Female,3.9,APR,1460,,,,,
INV466,12-06-2026,B,Pune,Electronics,USB Cable,1,350,UPI,Normal,Male,4.7,JUN,350,,,,,
INV467,10-04-2026,D,Thane,Home & Kitchen,Cooker,6,1860,Card,Normal,Female,4.9,APR,11160,,,,,
INV468,27-01-2026,E,Nagpur,Beauty,Face Wash,7,240,Card,Normal,Male,3.4,JAN,1680,,,,,
INV469,10-06-2026,C,Nashik,Grocery,Rice,3,80,Wallet,Member,Male,3.8,JUN,240,,,,,
INV470,21-02-2026,C,Nashik,Stationery,File Folder,3,70,Card,Member,Male,3.2,FEB,210,,,,,
INV471,05-04-2026,D,Thane,Clothing,Kurta,8,840,UPI,Member,Female,4.7,APR,6720,,,,,
INV472,19-02-2026,A,Mumbai,Grocery,Sugar,5,50,Net Banking,Normal,Female,4.5,FEB,250,,,,,
INV473,01-02-2026,E,Nagpur,Grocery,Cooking Oil,4,150,Net Banking,Member,Female,3.9,FEB,600,,,,,
INV474,10-02-2026,E,Nagpur,Beauty,Lip Balm,3,160,UPI,Member,Male,4.5,FEB,480,,,,,
INV475,21-05-2026,B,Pune,Home & Kitchen,Cooker,8,1960,Cash,Normal,Male,3.9,MAY,15680,,,,,
INV476,07-02-2026,B,Pune,Home & Kitchen,Cooker,7,1710,Card,Member,Female,3.7,FEB,11970,,,,,
INV477,03-02-2026,E,Nagpur,Stationery,Diary,6,250,Cash,Normal,Female,3.5,FEB,1500,,,,,
INV478,07-01-2026,A,Mumbai,Clothing,Jeans,1,1320,Cash,Normal,Male,3.2,JAN,1320,,,,,
INV479,17-04-2026,A,Mumbai,Home & Kitchen,Dinner Set,3,1790,UPI,Member,Female,4.0,APR,5370,,,,,
INV480,16-03-2026,A,Mumbai,Home & Kitchen,Frying Pan,4,930,Cash,Normal,Female,3.8,MAR,3720,,,,,
INV481,10-02-2026,C,Nashik,Grocery,Biscuits,3,40,Card,Member,Female,4.1,FEB,120,,,,,
INV482,16-05-2026,C,Nashik,Stationery,Sketch Pens,3,180,Wallet,Normal,Male,3.5,MAY,540,,,,,
INV483,01-04-2026,C,Nashik,Electronics,Bluetooth Speaker,6,1860,UPI,Member,Female,4.9,APR,11160,,,,,
INV484,11-01-2026,C,Nashik,Beauty,Sunscreen,5,530,UPI,Member,Female,3.6,JAN,2650,,,,,
INV485,10-04-2026,B,Pune,Home & Kitchen,Frying Pan,6,880,Net Banking,Normal,Male,4.0,APR,5280,,,,,
INV486,29-04-2026,D,Thane,Clothing,Jeans,7,1450,UPI,Normal,Female,4.3,APR,10150,,,,,
INV487,13-05-2026,C,Nashik,Electronics,Earbuds,7,2030,UPI,Member,Male,3.8,MAY,14210,,,,,
INV488,22-03-2026,D,Thane,Beauty,Perfume,7,870,UPI,Normal,Male,3.8,MAR,6090,,,,,
INV489,05-02-2026,D,Thane,Clothing,T-Shirt,3,580,UPI,Member,Male,3.8,FEB,1740,,,,,
INV490,23-06-2026,E,Nagpur,Stationery,School Bag,3,930,Wallet,Member,Male,4.2,JUN,2790,,,,,
INV491,14-06-2026,E,Nagpur,Grocery,Rice,5,80,Cash,Normal,Female,3.5,JUN,400,,,,,
INV492,14-04-2026,D,Thane,Grocery,Biscuits,2,40,Card,Member,Female,3.7,APR,80,,,,,
INV493,23-06-2026,C,Nashik,Beauty,Hair Oil,5,200,UPI,Normal,Female,3.2,JUN,1000,,,,,
INV494,30-01-2026,C,Nashik,Electronics,Keyboard,8,1300,UPI,Member,Male,5.0,JAN,10400,,,,,
INV495,03-06-2026,A,Mumbai,Grocery,Sugar,2,50,Card,Normal,Female,4.9,JUN,100,,,,,
INV496,04-04-2026,B,Pune,Beauty,Lip Balm,5,170,Wallet,Normal,Female,3.5,APR,850,,,,,
INV497,15-02-2026,E,Nagpur,Electronics,Power Bank,4,950,Card,Normal,Female,3.3,FEB,3800,,,,,
INV498,26-03-2026,B,Pune,Clothing,Track Pants,5,1050,Wallet,Member,Male,4.2,MAR,5250,,,,,
INV499,23-03-2026,D,Thane,Clothing,Dress,2,1650,UPI,Normal,Female,3.4,MAR,3300,,,,,
INV500,27-05-2026,B,Pune,Beauty,Moisturizer,3,490,UPI,Normal,Female,3.2,MAY,1470,,,,,
,,,,,,,,,,,,JAN,,,,,,
,,,,,,,,,,,,JAN,,,,,,
,,,,,,,,,,,,,,,,,,
